id,name,experience_level,hackathons_done,objective,preferred_languages,friend_registration,preferred_team_size,programming_skills,interest_in_challenges
fc5ab53d-376c-495d-8c48-3baf8ecfc6ed,Ava Flynn,Beginner,1,"Hey! As a beginner coder, I'm super excited to be participating in this datathon. My objective is to soak up as much knowledge as I can and push my programming skills to the next level. I'm hoping to get exposed to new technologies, techniques, and ideas that will help me become a better programmer. I'm not too concerned about winning (although it's nice too); what matters most to me is having the opportunity to learn and grow with the support of the community and my fellow participants. I'm ready to get coding and take in as much as I can!",['English'],[],4,"{'HTML/CSS': 4, 'SQL': 1}","['Restb.ai Challenge', 'Mango Challenge', 'AED Challenge']"
f257011d-9eab-4622-adda-02392f0fa8ca,Mariona Wells,Intermediate,5,"I'm Mariona, and I'm super excited to participate in this datathon! My objective is to dive headfirst into this challenge and level up my skills. I've been doing hackathons for a few years now, and I'm looking forward to putting my knowledge to the test. I want to learn new things, experiment with different tools, and refine my programming skills. I'm open to trying new approaches and approaches, and I'm hoping to come out of this with some sweet new techniques and a bunch of fun projects to add to my portfolio. Bring it on!","['English', 'Catalan']",[],4,"{'AWS/Azure/GCP': 3, 'React': 3, 'SQL': 2, 'Python': 6}","['Restb.ai Challenge', 'AED Challenge', 'Mango Challenge']"
57fffc51-bcc8-4c36-afbe-795295e4a009,Alejandro Vicens Rodríguez,Intermediate,1,"My objective for this datathon is clear: I'm here to win. As a second-timer, I've learned the importance of getting to work quickly and efficiently, and I'm confident that my Intermediate-level programming skills will give me an edge. I'm not looking to make friends or party - although I'm sure that will be a bonus! - but instead, I'm laser-focused on crushing the competition. Bring on the challenges and hackathons, I'm ready to put my skills to the test and take home the top prize.","['English', 'Catalan', 'Spanish']",[],4,"{'Git': 3, 'Rust': 4, 'Figma': 2, 'Natural Language Processing': 2, 'Python': 2, 'Data Analysis': 4, 'iOS Development': 4}","['AED Challenge', 'Restb.ai Challenge', 'Mango Challenge']"
22df404a-20e7-40e9-a9ad-59a743dff09f,Sofía Elena Russell.,Beginner,0,"My goal for this datathon is to come out on top! I'm hungry to compete against other talented individuals and prove to myself that I've got what it takes to win. I'm always up for a good challenge and can't wait to dive into the task at hand. I'm planning to put in the extra hours, perfect my code, and give it my all to emerge victorious. Bring on the competition!","['English', 'Spanish']","['b6922470-df9d-4b64-84e6-6852f681f69c', '325e158b-bd36-48f6-9aea-cf55426808fb']",3,"{'IoT': 1, 'Rust': 4, 'TypeScript': 4}","['AED Challenge', 'Restb.ai Challenge', 'Mango Challenge']"
50ac00ab-42d5-40ae-a7da-ad69a687b7cb,Emily Ann Welles,Advanced,5,"Hey! So, my objective for this datathon is pretty straightforward: I want to improve my skills and learn new things. With 5 hackathons under my belt, I'm looking to take my programming skills to the next level and experiment with new technologies. I'm hoping to push myself out of my comfort zone and learn from others in the community. Specifically, I'm interested in exploring areas like machine learning and data visualization, so I'd love to attend talks and workshops related to those topics. Let's see how far we can take our skills this weekend!",['English'],[],4,"{'Android Development': 4, 'JavaScript': 7, 'TypeScript': 7, 'Blockchain': 9, 'C++': 6, 'MongoDB': 5, 'Python': 4, 'AWS/Azure/GCP': 9, 'React': 9, 'HTML/CSS': 5, 'Git': 9}","['AED Challenge', 'Mango Challenge', 'Restb.ai Challenge']"
c987a232-e738-47c0-8e54-f6bfd9f2a16b,Sofia Miralbell,Intermediate,4,"Hi! As Sofia Miralbell, my objective for this datathon is to give it my all and bring home the win. I've participated in a few hackathons before, and I'm eager to take my skills to the next level. I'm looking to work tirelessly to create an innovative solution that wows the judges. I've been preparing my code and researching relevant topics in-depth. My goal is to emerge victorious and feel the sense of accomplishment that comes with winning a datathon. Bring on the challenge!","['English', 'Catalan']",[],4,"{'Computer Vision': 6, 'Rust': 5, 'Data Analysis': 2, 'MongoDB': 6, 'Go': 3, 'Python': 6, 'Agile Methodology': 5}","['AED Challenge', 'Restb.ai Challenge', 'Mango Challenge']"
d968f665-4353-487e-9c71-520a23c808a0,Aurélia Windsor,Intermediate,2,"Hey there! I'm Aurélia, and I'm stoked to be joining the datathon! My goal is to dive deep into the world of data and sharpen my skills. I've had some exposure to programming through my degree, but I know there's still so much to learn. I'm looking forward to immersing myself in the process, getting hands-on with new tools and tech, and leveling up my data game. I'm not too focused on winning - I just want to take away concrete learnings and new experiences that'll help me grow as a developer. Bring it on!","['English', 'French']",[],4,"{'Android Development': 4, 'Java': 2, 'Blockchain': 3, 'Go': 4, 'Agile Methodology': 4}","['Mango Challenge', 'AED Challenge', 'Restb.ai Challenge']"
2811f7b6-1730-4db2-9561-f0beeeb18620,Sofia Rodriguez,Advanced,4,"My objective for this datathon is to level up my skills and take my programming abilities to the next level. I'm not here to just show off, but to challenge myself and push my limits. I'm excited to dive into new technologies, tools, and techniques, and apply them to real-world problems. I'm looking forward to collaborating with other passionate developers and learning from each other. Ultimately, I want to walk away from this datathon with a newfound confidence and a toolbox full of fresh skills to take back to my studies and future projects.","['English', 'Spanish']",[],4,"{'iOS Development': 8, 'Flutter': 8, 'Git': 8, 'TypeScript': 6, 'Android Development': 7, 'TensorFlow': 8, 'React': 5, 'MongoDB': 5, 'Figma': 8, 'PostgreSQL': 9, 'JavaScript': 8, 'UI/UX Design': 5, 'IoT': 6}","['AED Challenge', 'Mango Challenge', 'Restb.ai Challenge']"
f77aaea7-6e9e-4fac-b919-cdddd1c11c14,Aurèlia Fleur Morelli,Advanced,7,"Hey! So, I'm really excited to be here at the datathon! My goal is to take this opportunity to improve my programming skills and learn from others. I've already got a solid foundation in coding, but I know there's always more to learn and I'm eager to dive deeper into new tools and techniques. I'm looking forward to collaborating with others, asking questions, and getting feedback to help me grow as a developer. I'm all about self-improvement, so expect me to be fully engaged and soaking up all the knowledge I can get!","['Catalan', 'French', 'Italian']",[],4,"{'iOS Development': 3, 'Docker': 3, 'Rust': 7, 'Flask': 3, 'JavaScript': 3, 'React Native': 3, 'Flutter': 7, 'TypeScript': 5, 'SQL': 5, 'Data Analysis': 9, 'C++': 9}","['Restb.ai Challenge', 'Mango Challenge', 'AED Challenge']"
553ec5f7-34b6-4926-93de-c6f71f9b39b7,Aurora Isabella,Intermediate,5,"Hey there! So, my objective for this datathon is pretty straightforward: I want to improve my skills and take my programming skills to the next level. I've participated in a few hackathons already, and I've learned a ton, but I know there's still so much to learn. I'm excited to work with a new set of tools and teammates to challenge myself and expand my horizons. I'm all about continuous learning, and this datathon is the perfect opportunity for me to do just that.","['English', 'Spanish']",[],4,"{'TensorFlow': 5, 'MongoDB': 2, 'iOS Development': 6, 'React Native': 3, 'IoT': 6, 'Machine Learning': 7, 'Blockchain': 4, 'Go': 4, 'Android Development': 4}","['Restb.ai Challenge', 'Mango Challenge', 'AED Challenge']"
45652493-3559-4233-9b9c-23010dc7f814,Anna María Garcia,Intermediate,1,"I'm all about vibin' with fellow datathoners! For me, this datathon is about making new friends and having an absolute blast. I'm excited to participate in as many events as I can, like workshops, mini-competitions, and even social activities. I want to explore new skills and techniques, but mostly, I want to connect with like-minded people and share laughter and memories. Let's do this!","['English', 'Catalan']",[],4,"{'iOS Development': 7, 'Figma': 6, 'PyTorch': 3, 'Android Development': 7, 'Flutter': 6, 'Natural Language Processing': 7, 'AWS/Azure/GCP': 4, 'IoT': 4}","['AED Challenge', 'Mango Challenge', 'Restb.ai Challenge']"
662230f0-a069-402e-8270-5e7bce63718d,Emma Winters,Intermediate,5,"I'm all about soaking up the atmosphere and making memories this datathon! For me, it's all about the connections I make and the fun I have. I'd love to collaborate with fellow datathoners on as many projects as I can, learn from their perspectives, and gain new experiences. I'm not about competing with others or stressing out over winning; I just want to be part of an awesome community, learn from the challenges, and enjoy the ride! Let's make some friends and create some unforgettable experiences!",['English'],[],4,"{'Agile Methodology': 4, 'Computer Vision': 6, 'Git': 4, 'SQL': 2, 'Rust': 7, 'Figma': 5, 'Java': 4, 'Data Analysis': 6, 'React Native': 2}","['Mango Challenge', 'AED Challenge', 'Restb.ai Challenge']"
9e3dec53-3ad8-41b8-a045-6af0fe28b9f7,Aurélien Langdon,Intermediate,4,"My objective for this datathon is to bring home the trophy! I'm a competitive bug by nature, and I thrive under pressure. I've participated in four hackathons before, and I'm convinced that with enough caffeine, coding, and collaboration, I can take home the top prize. I'm looking forward to the rush of adrenaline and the thrill of tackling complex challenges head-on. Bring it on!","['English', 'French']",[],4,"{'Rust': 5, 'Android Development': 6, 'iOS Development': 3, 'Natural Language Processing': 5, 'Agile Methodology': 3, 'AWS/Azure/GCP': 5, 'TypeScript': 2}","['Mango Challenge', 'AED Challenge', 'Restb.ai Challenge']"
e1e56330-6555-41ca-8028-18d751ce7f63,Emily Wilson,Advanced,8,"Hey! I'm Emily. For this datathon, my objective is all about having a blast with fellow participants! I'm super excited to mingle with new people, participate in as many events as I can, and learn from others while having fun. I'm not too stressed about winning, as I've had some experience with hackathons before and would love to focus on the social side of things. I'm hoping to make some awesome friends, enjoy some cool talks and workshops, and make this a datathon to remember!",['English'],[],4,"{'Machine Learning': 9, 'Flutter': 3, 'iOS Development': 5, 'Python': 6, 'PyTorch': 6, 'Blockchain': 7, 'UI/UX Design': 8, 'SQL': 5, 'IoT': 5, 'HTML/CSS': 3}","['AED Challenge', 'Restb.ai Challenge', 'Mango Challenge']"
867ef49e-3fe3-4818-a3ce-b397615ec31a,Avery Rae Thompson,Advanced,6,"Hey, I'm Avery! As a seasoned hackathon veteran, my main goal for this datathon is to crush it and take home the top prize. I've honed my programming skills through extensive coding and previous hackathons, and I'm now seeking the ultimate challenge. I'm laser-focused on winning and don't plan on settling for anything less. Expect me to be glued to my laptop, pouring over lines of code, and collaborating with my teammates to create a game-changing solution. Bring it on - I'm ready to take on the competition and prove my prowess.",['English'],[],4,"{'PostgreSQL': 9, 'SQL': 9, 'PyTorch': 5, 'Flutter': 9, 'Docker': 3, 'iOS Development': 9, 'Java': 4, 'Android Development': 7, 'Python': 8, 'HTML/CSS': 3}","['Restb.ai Challenge', 'Mango Challenge', 'AED Challenge']"
d1c120a3-498a-4a25-8928-f1128e31710d,Ling Wong,Intermediate,5,"I'm all about going in to win. My main objective is to crush the competition and take home that top prize. I've been to five hackathons before and I know what it takes to come out on top. I've got a solid foundation in programming and I'm ready to bring my A-game to this datathon. My goal is to outsmart and outwork everyone else and be the last one standing. I'm not interested in half-baked projects or just showing up for the free food - I want to bring a solution that's innovative, scalable, and a game-changer. Expect tough competition from me!",[],[],4,"{'Natural Language Processing': 4, 'Android Development': 5, 'iOS Development': 7, 'IoT': 5, 'Java': 4, 'React': 2, 'Go': 7, 'Blockchain': 5}","['Restb.ai Challenge', 'AED Challenge', 'Mango Challenge']"
d4d98f7a-d956-4ef5-ab2c-aed24b35a045,Alexander Ryder,Intermediate,5,"Hey there! I'm Alex, and I'm super excited to be part of this datathon. Honestly, I'm not here to be a competitive shark, and I don't care if I win or not. What I'm looking for is a blast, some amazing new friends, and an experience that'll make me forget about my stressful uni schedule. I want to learn new stuff, try new things, and just have a laugh with fellow participants. Whether it's hacking away on some code, attending a workshop, or busting out some dance moves in the arcade room - I'm all in! Bring it on!",['English'],[],4,"{'Android Development': 2, 'UI/UX Design': 2, 'Blockchain': 7, 'MongoDB': 7, 'JavaScript': 6, 'Rust': 6, 'Docker': 6}","['Mango Challenge', 'Restb.ai Challenge', 'AED Challenge']"
93cce408-4899-4667-ac4d-bc5dd6281e3c,Aurora Englishesi,Intermediate,5,"For me, this datathon is all about growth and self-improvement. I'm excited to dive into new technologies and challenges, learning from my peers and mentors. My main objective is to enhance my problem-solving skills and expand my knowledge in data science and machine learning. I'm looking forward to experimenting with different approaches, and getting out of my comfort zone. Through this datathon, I hope to develop a stronger foundation in my degree and become a more skilled programmer, ultimately setting myself up for success in my future career.","['English', 'Italian']",[],4,"{'Android Development': 5, 'C++': 4, 'HTML/CSS': 7, 'TensorFlow': 2, 'PostgreSQL': 7, 'React Native': 6}","['Restb.ai Challenge', 'AED Challenge', 'Mango Challenge']"
2647ff5e-eb6b-4b6c-8531-08cc5587ca68,Sofía Leonhart,Intermediate,4,"I'm super excited to take part in this datathon and I'm focusing on improving my skills above all. As an intermediate coder, I want to learn from the best, experiment with new tech and stretch my coding muscles. I'd love to dive deep into machine learning and data analysis, and learn from the expert talks and workshops. I'm all about taking my programming to the next level, so I'm prioritizing learning and skill-building over winning. Can't wait to soak up all the knowledge and take home some new tricks to rock in my next project!","['Spanish', 'French', 'German', 'Portuguese']",[],4,"{'PyTorch': 6, 'iOS Development': 5, 'Agile Methodology': 7, 'Data Visualization': 3, 'MongoDB': 7, 'TensorFlow': 7, 'SQL ': 2}","['Restb.ai Challenge', 'AED Challenge', 'Mango Challenge']"
59fd3f1c-c5ef-4bb5-9e68-102f1f7f139b,Livia Maria Lluís,Intermediate,2,"I'm all about making the most of this datathon experience! I'm not necessarily here to compete or come out on top, but rather to soak up all the fun and excitement that comes with it. I'm hoping to connect with fellow participants, learn about new technologies and techniques, and of course, attend as many workshops, talks, and events as possible. My goal is to leave with a whole new network of friends, a ton of useful knowledge, and maybe even a few memorable stories to share!","['English', 'Catalan', 'Spanish', 'French']",[],4,"{'UI/UX Design': 4, 'Data Analysis': 6, 'React Native': 2, 'PostgreSQL': 4, 'IoT': 4}","['AED Challenge', 'Mango Challenge', 'Restb.ai Challenge']"
e05c2a54-1e26-4cef-b6f2-1bd03c5ad6f2,Ana Cláudia Santos Costa,Intermediate,2,"Hey, my goal for this datathon is to bring home the win! I'm all about competition and proving to myself that I've got what it takes to be the best. I've participated in a few hackathons before and I've come close to winning, but this time I want to take the top spot. I'm prepared to put in the long hours, stay focused, and learn as much as I can from others. Bring on the challenge - I'm ready to give it my all and make a name for myself in this datathon!",['Portuguese'],[],4,"{'Android Development': 2, 'TypeScript': 4, 'iOS Development': 6, 'Python': 6, 'React Native': 7}","['AED Challenge', 'Mango Challenge', 'Restb.ai Challenge']"
0d017b4c-ad3e-42c3-996a-fb666a0c6066,Sofia Rosell Torrente,Intermediate,2,"My objective is to make the most of this datathon experience! I'm all about having a blast, meeting new people, and participating in as many events as I can. I'm excited to share laughs and learning moments with fellow datathon-goers. While I might not be a coding guru, I promise to bring an open and enthusiastic attitude to the table. My goal is to come out of this weekend with a renewed sense of purpose and some awesome new contacts - and maybe even a few amazing memes to share on social media afterwards","['English', 'Catalan', 'Spanish']",[],4,"{'C++': 4, 'Java': 5, 'Data Visualization': 2, 'UI/UX Design': 3, 'JavaScript': 3}","['AED Challenge', 'Restb.ai Challenge', 'Mango Challenge']"
52962082-92f1-42a2-91e0-6a2f1d320739,Gisella Ricciardo,Advanced,9,"Hey there! My objective for this datathon is all about soaking up the atmosphere and having a blast! I'm looking forward to making some awesome new friends, learning from them, and sharing my own skills and experiences. I want to participate in as many events and activities as possible, and just generally have a great time. Of course, who knows, maybe I'll even discover some new programming gems along the way! But ultimately, I'm here to chill, be social, and enjoy the ride with some amazing fellow data enthusiasts!","['Catalan', 'Spanish', 'Italian']",[],4,"{'C++': 7, 'SQL': 3, 'Blockchain': 8, 'iOS Development': 3, 'Agile Methodology': 8, 'Git': 7, 'Java': 8, 'Figma': 5, 'PostgreSQL': 8, 'UI/UX Design': 8, 'Flutter': 9, 'Machine Learning': 7}","['Restb.ai Challenge', 'Mango Challenge', 'AED Challenge']"
57853d67-cc16-4168-8a06-6ac01544d9d0,Lena Braunstein Martín.,Intermediate,2,"Hey! So, I'm really excited to be participating in this datathon! My objective is to use this event as an opportunity to meet new people and make friends. I've learned so much from hackathons and bootcamps before, and I'm super enthusiastic about sharing knowledge and learning from others. For me, it's all about creating an unforgettable experience - one that I'll remember for years to come. You'll usually find me participating in workshops, networking with fellow participants, and having a blast at the after-parties. Let's get this party started!","['English', 'Catalan', 'German', 'Portuguese']","['cbbd8e4f-11b4-4465-8772-9855c1f87164', 'fcee953a-30c6-475a-b65c-ec49223281e9']",4,"{'AWS/Azure/GCP': 5, 'Python': 7, 'Android Development': 2, 'Blockchain': 5, 'IoT': 3, 'Computer Vision': 6, 'Java': 2}","['AED Challenge', 'Mango Challenge', 'Restb.ai Challenge']"
37d82483-40ed-4204-9ef3-31b2dc51615d,Caterina Sureda,Intermediate,1,"I'm super excited to be part of this datathon! My objective is to make new friends, have a blast, and squeeze in as many awesome events as possible. I'd love to meet like-minded people, share laughs, and maybe even collaborate on a cool project. While I'm a bit of a beginner in the coding world, I'm all about taking in new experiences and knowledge too. Can't wait to geek out with you all!","['English', 'Catalan']",[],4,"{'AWS/Azure/GCP': 5, 'Python': 4, 'Android Development': 3, 'Agile Methodology': 7, 'UI/UX Design': 4, 'Go': 2, 'Flutter': 6}","['Restb.ai Challenge', 'AED Challenge', 'Mango Challenge']"
63fd3a14-22e1-4ede-a2b1-0af6a5b21aff,Lluís Ferrante,Intermediate,5,"I'm all about having a blast at this datathon! I want to soak up the vibes, meet new people, and learn from the amazing organizers and attendees. I'm not super competitive, so my goal isn't to win (although that would be awesome too!). I'm really looking forward to participating in as many events as possible, attending workshops, and just generally having a good time. Bring on the team-building activities, game nights, and impromptu hack sessions - that's where the magic happens for me!","['Catalan', 'Spanish', 'Italian']",[],3,"{'Flask': 5, 'Java': 3, 'MongoDB': 6, 'HTML/CSS': 6, 'TensorFlow': 4}","['AED Challenge', 'Mango Challenge', 'Restb.ai Challenge']"
6183b526-45b6-4aac-b3ef-b465e4ecd2e8,Sophie Jacqueline Dubois,Advanced,4,"Here's my objective: I, Sophie Jacqueline Dubois, am heading into this datathon with one clear goal in mind - to win! I've honed my programming skills through four hackathons, and I'm ready to put my expertise to the test. I want to solve problems with speed and precision, leverage my knowledge of data structures and algorithms, and outdo my competition. I'm all about the thrill of victory, and I'm determined to bring home the top prize. I'm prepared to spend late nights pouring over code, and I'm ready to crush the competition.",['French'],[],4,"{'TensorFlow': 9, 'Flutter': 7, 'Android Development': 9, 'Blockchain': 4, 'JavaScript': 6, 'React': 5, 'IoT': 9, 'Java': 3, 'Flask': 4, 'Data Analysis': 3, 'Data Visualization': 8}","['Mango Challenge', 'Restb.ai Challenge', 'AED Challenge']"
1db92d0d-8081-4d25-a390-784074289bc0,Ava Rachel Martin,Beginner,2,"Hey, I'm Ava! As a competitive and driven individual, my objective for this datathon is to give it my all and win. I'm not here to make friends (not that I don't love making new friends, but for this, it's all about the prizes), and I definitely won't be satisfied with just learning new skills - although that's a nice bonus, of course! My goal is to grind hard, brainstorm clever ideas, and outpace the competition. Bring on the challenges, I'm ready to crush them!",['English'],[],4,"{'Figma': 1, 'IoT': 3, 'PostgreSQL': 3, 'React': 4}","['AED Challenge', 'Restb.ai Challenge', 'Mango Challenge']"
61072249-9653-4f7e-9ef0-208caace28e8,Emily May Winston,Intermediate,4,"My objective for this datathon is clear-cut: I'm here to crush it and come out on top! I've got a fierce competitive streak and I'm always pushing myself to be better. I've participated in four hackathons already and each time I've walked away with something valuable, but this time I'm determined to take it to the next level. I want to push my skills to the limit, think outside the box, and produce something innovative and impressive. I'm ready to put in the long hours, sweat, and tears to make this happen - watch out, I'm coming for that top spot!",['English'],[],3,"{'Flutter': 6, 'Natural Language Processing': 7, 'Flask': 5, 'Data Visualization': 7, 'UI/UX Design': 6, 'Docker': 3}","['Mango Challenge', 'Restb.ai Challenge', 'AED Challenge']"
